	Microbial Species	Microbial TaxID	Clade_name	Kingdom	Phylum	Class	Order	Family	Genus	Species	#MultAlgSp	#UniAlgSp	#AlgSpTot	Chlamydomonas_asymmetrica	Chlamydomonas_callosa	Chlamydomonas_cribrum	Chlamydomonas_fottii	Chlamydomonas_globosa	Chlamydomonas_isabeliensis	Chlamydomonas_latifons	Chlamydomonas_parallestriata	Chlamydomonas_parallestriata_s2	Chlamydomonas_parallestriata_s3	Chlamydomonas_parallestriata_s4	Chlamydomonas_parallestriata_s5	Chlamydomonas_parallestriata_s6	Chlamydomonas_petasus	Chlamydomonas_pila	Chlamydomonas_schloesseri	Chlamydomonas_sp.	Chlamydomonas_typica	Chlamydomonas_typica_s2	Chlamydomonas_zebra	Eudorina_elegans	Eudorina_unicocca	Haematococcus_lacustris	Lobomonas_rostrata	Microglena_globulifera	Pandorina_morum	Pandorina_sp.	Paulschulzia_pseudovolvox	Tetrabaena_socialis	Tetraspora_cylindrica	Vitreochlamys_aulata	Vitreochlamys_fluviatilis	Vitreochlamys_ordinata	Vitreochlamys_ordinata_s2	Vitreochlamys_spec.	Volvox_aureus	Volvox_barberi	Volvox_giga	Volvox_globator	Volvox_sp.	Volvox_tertius
765	Vibrio aestuarianus	28171	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_aestuarianus	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio_aestuarianus	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.5	0	0	0	0	0	0	0	0
766	Nocardioides sp. InS609-2	2760705	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_InS609_2	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_sp_InS609_2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.5	0	0	0	0	0	0	0	0
768	Flavobacterium ammoniigenes	1751095	k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_GENT5	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sp_GENT5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997.5	0	0	0	0	0	0	0	0
778	Methylobacterium radiotolerans	31998	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_radiotolerans	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_radiotolerans	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.5	0	0	0	0	0	0	0
784	Corynebacterium doosanense	1121358	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_doosanense	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_doosanense	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.0	0	0	0	0	0	0	0
787	Rothia mucilaginosa	43675	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Micrococcales	f__Micrococcaceae	g__Rothia	s__Rothia_mucilaginosa	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0	0	0	0	0	0	0
788	Escherichia coli	562	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401.0	0	0	0	0	0	0
805	Rhodoferax saidenbachensis	1484693	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_saidenbachensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_saidenbachensis	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274.0	0	0	0	3077.5	0
806	Variovorax sp. PAMC26660	2762322	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_PAMC26660	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp_PAMC26660	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.5	0	0	0	0	0
808	Polaromonas sp. JS666	296591	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_sp_JS666	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas	s__Polaromonas_sp_JS666	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048.0	0	0	0	0	0
811	Janthinobacterium lividum	29581	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_lividum	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__Janthinobacterium_lividum	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4488.5	0	0	0	0	0
813	Duganella dendranthematis	2728021	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_dendranthematis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Duganella	s__Duganella_dendranthematis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384.5	0	0	0	0	0
815	Methylotenera versatilis	1055487	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylotenera|s__Methylotenera_versatilis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methylotenera	s__Methylotenera_versatilis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089.0	0	0	0	0	0
816	Methyloradius palustris	2778876	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methyloradius|s__Methyloradius_palustris	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Nitrosomonadales	f__Methylophilaceae	g__Methyloradius	s__Methyloradius_palustris	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.5	0	0	0	0	0
818	Pseudomonas veronii	76761	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_veronii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_veronii	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584.0	0	0	0	0	0
821	Pseudomonas frederiksbergensis	104087	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_frederiksbergensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_frederiksbergensis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.0	0	0	0	0	0
822	Pseudomonas extremaustralis	359110	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_extremaustralis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_extremaustralis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.5	0	0	0	0	0
824	Flavobacterium sp. MDT1-60	1979344	k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_MDT1_60	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_sp_MDT1_60	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.0	0	0	0	0	0
825	Flavobacterium branchiophilum	55197	k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_branchiophilum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium_branchiophilum	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.0	0	0	0	0	0
826	Mucilaginibacter xinganensis	1234841	k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_xinganensis	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__Mucilaginibacter_xinganensis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.5	0	0	0	0	0
827	Opitutus sp. GAS368	1882749	k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutaceae|g__Opitutus|s__Opitutus_sp_GAS368	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Opitutus_sp_GAS368	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.5	0	0	0	0	0
829	Pseudomonas putida	303	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_putida	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426.5	2509.0	0	0	0
830	Acinetobacter johnsonii	40214	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_johnsonii	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	917.0	1532.0	0	0	0
831	Acinetobacter guillouiae	106649	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guillouiae	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_guillouiae	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522.5	1927.5	0	0	0
832	Methylorubrum populi	223967	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_populi	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Methylorubrum	s__Methylorubrum_populi	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298.0	462.0	0	0	0
838	Sphingomonas paucimobilis	13689	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_paucimobilis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_paucimobilis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.5	0	0	0
847	Paraburkholderia fungorum	134537	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia_fungorum	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia_fungorum	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.0	0	0
863	Rhodopseudomonas boonkerdii	475937	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Rhodopseudomonas|s__Rhodopseudomonas_boonkerdii	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Rhodopseudomonas	s__Rhodopseudomonas_boonkerdii	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567.5	0
864	Rhodopseudomonas sp. SK50-23	340268	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Rhodopseudomonas|s__Rhodopseudomonas_sp_SK50_23	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Rhodopseudomonas	s__Rhodopseudomonas_sp_SK50_23	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643.5	0
868	Limnohabitans sp. 103DPR2	1678129	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_sp_103DPR2	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Limnohabitans	s__Limnohabitans_sp_103DPR2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737.0	0
870	Xylophilus rhododendri	2697032	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Xylophilus|s__Xylophilus_rhododendri	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiales_unclassified	g__Xylophilus	s__Xylophilus_rhododendri	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2110.0	0
872	Nocardioides yefusunii	2500546	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_yefusunii	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__Nocardioides_yefusunii	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.0	0
